denylist_tier,openalex_id,s2_id,arxiv_id,doi,title,year,venue,domain,sources
1hop_referenced,https://openalex.org/W3097065222,,,https://doi.org/10.1007/978-3-030-58548-8_7,Axial-DeepLab: Stand-Alone Axial-Attention for Panoptic Segmentation,2020,Lecture notes in computer science,,
1hop_referenced,https://openalex.org/W3099838549,,,https://doi.org/10.1038/s41586-020-2921-5,Structure and function of virion RNA polymerase of a crAss-like phage,2020,Nature,,
1hop_referenced,https://openalex.org/W3099878876,,,,Array programming with NumPy,2020,TUScholarShare (Temple University),,
1hop_referenced,https://openalex.org/W3101667854,,,https://doi.org/10.1038/srep33964,FAMSA: Fast and accurate multiple sequence alignment of huge protein families,2016,Scientific Reports,,
1hop_referenced,https://openalex.org/W3107939614,,,https://doi.org/10.1126/science.aaz3041,Protein storytelling through physics,2020,Science,,
1hop_referenced,https://openalex.org/W3112376646,,,https://doi.org/10.1093/nar/gkaa1100,UniProt: the universal protein knowledgebase in 2021,2020,Nucleic Acids Research,,
1hop_referenced,https://openalex.org/W3117073871,,,https://doi.org/10.1073/pnas.2021785118,"Structure of SARS-CoV-2 ORF8, a rapidly evolving immune evasion protein",2020,Proceedings of the National Academy of Sciences,,
1hop_referenced,https://openalex.org/W3132448805,,,https://doi.org/10.1016/j.sbi.2021.01.007,Deep learning techniques have significantly impacted protein structure prediction and protein design,2021,Current Opinion in Structural Biology,,
1hop_referenced,https://openalex.org/W3136751755,,,https://doi.org/10.1371/journal.pcbi.1008865,Deducing high-accuracy protein contact-maps from a triplet of coevolutionary matrices through deep residual convolutional networks,2021,PLoS Computational Biology,,
1hop_referenced,https://openalex.org/W3161711259,,,https://doi.org/10.1101/2021.05.10.443524,"CryoEM and AI reveal a structure of SARS-CoV-2 Nsp2, a multifunctional protein involved in key host processes",2021,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W3163965514,,,https://doi.org/10.1038/s42256-021-00348-5,Improved protein structure prediction by deep learning irrespective of co-evolution information,2021,Nature Machine Intelligence,,
1hop_referenced,https://openalex.org/W3164154359,,,https://doi.org/10.21203/rs.3.rs-515215/v1,"CryoEM and AI reveal a structure of SARS-CoV-2 Nsp2, a multifunctional protein involved in key host processes",2021,Research Square,,
1hop_referenced,https://openalex.org/W3167641553,,,,MSA Transformer,2021,,,
1hop_referenced,https://openalex.org/W3178087467,,,https://doi.org/10.1002/prot.26171,High‐accuracy protein structure prediction in <scp>CASP14</scp>,2021,Proteins Structure Function and Bioinformatics,,
1hop_referenced,https://openalex.org/W3199799076,,,https://doi.org/10.1002/prot.25823,Critical assessment of methods of protein structure prediction (CASP)—Round XIII,2019,Proteins Structure Function and Bioinformatics,,
1hop_referenced,https://openalex.org/W4229658977,,,https://doi.org/10.1007/978-1-4842-4470-8_7,Google Colaboratory,2019,Apress eBooks,,
1hop_referenced,https://openalex.org/W4388464011,,,https://doi.org/10.1093/nar/gkad1011,AlphaFold Protein Structure Database in 2024: providing structure coverage for over 214 million protein sequences,2023,Nucleic Acids Research,,
1hop_referenced,https://openalex.org/W6739901393,,,,,,,,
1hop_referenced,https://openalex.org/W6769989246,,,,,,,,
1hop_referenced,https://openalex.org/W6791955017,,,,,,,,
1hop_referenced,https://openalex.org/W1928213240,,,https://doi.org/10.1038/nature15518,DNA-dependent formation of transcription factor pairs alters their binding specificity,2015,Nature,,
1hop_referenced,https://openalex.org/W2130479394,,,https://doi.org/10.1093/nar/28.1.235,The Protein Data Bank,2000,Nucleic Acids Research,,
1hop_referenced,https://openalex.org/W2134967712,,,https://doi.org/10.1002/jcc.21334,"AutoDock Vina: Improving the speed and accuracy of docking with a new scoring function, efficient optimization, and multithreading",2009,Journal of Computational Chemistry,,
1hop_referenced,https://openalex.org/W2169133129,,,https://doi.org/10.1093/nar/gkq222,Pushing the limits of what is achievable in protein–DNA docking: benchmarking HADDOCK’s performance,2010,Nucleic Acids Research,,
1hop_referenced,https://openalex.org/W2610903912,,,https://doi.org/10.1126/science.aaj2239,Impact of cytosine methylation on DNA binding specificities of human transcription factors,2017,Science,,
1hop_referenced,https://openalex.org/W3005428795,,,https://doi.org/10.1109/bibm47256.2019.8983365,DeepDock: Enhancing Ligand-protein Interaction Prediction by a Combination of Ligand and Structure Information,2019,,,
1hop_referenced,https://openalex.org/W3128920915,,,https://doi.org/10.1042/bcj20200824,Structural basis of catalysis and substrate recognition by the NAD(H)-dependent α-d-glucuronidase from the glycoside hydrolase family 4,2021,Biochemical Journal,,
1hop_referenced,https://openalex.org/W3135719226,,,https://doi.org/10.1073/pnas.2019462118,Structural basis for a bacterial Pip system plant effector recognition protein,2021,Proceedings of the National Academy of Sciences,,
1hop_referenced,https://openalex.org/W3151633358,,,https://doi.org/10.1021/acs.jctc.1c00136,Reliable and Accurate Solution to the Induced Fit Docking Problem for Protein–Ligand Binding,2021,Journal of Chemical Theory and Computation,,
1hop_referenced,https://openalex.org/W3195820203,,,https://doi.org/10.1126/science.abe5650,Geometric deep learning of RNA structure,2021,Science,,
1hop_referenced,https://openalex.org/W4200139236,,,https://doi.org/10.1021/acs.jmedchem.1c01830,InteractionGraphNet: A Novel and Efficient Deep Graph Representation Learning Framework for Accurate Protein–Ligand Interaction Predictions,2021,Journal of Medicinal Chemistry,,
1hop_referenced,https://openalex.org/W4213047757,,,https://doi.org/10.1021/acs.jmedchem.1c01819,"Development of Selective Phosphatidylinositol 5-Phosphate 4-Kinase γ Inhibitors with a Non-ATP-competitive, Allosteric Binding Mode",2022,Journal of Medicinal Chemistry,,
1hop_referenced,https://openalex.org/W4214747333,,,https://doi.org/10.1101/2022.02.26.482114,The SPOC domain is a phosphoserine binding module that bridges transcription machinery with co- and post-transcriptional regulators,2022,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W4214847177,,,https://doi.org/10.7554/elife.75751,Sampling alternative conformational states of transporters and receptors with AlphaFold2,2022,eLife,,
1hop_referenced,https://openalex.org/W4220803509,,,,,,,,
1hop_referenced,https://openalex.org/W4220824576,,,https://doi.org/10.1038/s41467-022-28865-w,Improved prediction of protein-protein interactions using AlphaFold2,2022,Nature Communications,,
1hop_referenced,https://openalex.org/W4225638451,,,,,,,,
1hop_referenced,https://openalex.org/W4229000770,,,https://doi.org/10.1002/prot.26382,Multi‐state modeling of G‐protein coupled receptors at experimental accuracy,2022,Proteins Structure Function and Bioinformatics,,
1hop_referenced,https://openalex.org/W4229000999,,,https://doi.org/10.1073/pnas.2202439119,Highly active CAR T cells that bind to a juxtamembrane region of mesothelin and are not blocked by shed mesothelin,2022,Proceedings of the National Academy of Sciences,,
1hop_referenced,https://openalex.org/W4280536615,,,https://doi.org/10.1038/s41594-022-00768-w,Histone H1 binding to nucleosome arrays depends on linker DNA length and trajectory,2022,Nature Structural & Molecular Biology,,
1hop_referenced,https://openalex.org/W4281486483,,,https://doi.org/10.1038/s41467-022-30658-0,Antigenic structure of the human coronavirus OC43 spike reveals exposed and occluded neutralizing epitopes,2022,Nature Communications,,
1hop_referenced,https://openalex.org/W4281553035,,,https://doi.org/10.26434/chemrxiv-2022-jjm0j,Uni-Mol: A Universal 3D Molecular Representation Learning Framework,2022,ChemRxiv,,
1hop_referenced,https://openalex.org/W4281701642,,,https://doi.org/10.1101/2022.06.06.495043,TANKBind: Trigonometry-Aware Neural NetworKs for Drug-Protein Binding Structure Prediction,2022,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W4281702815,,,https://doi.org/10.48550/arxiv.2205.15019,Protein Structure and Sequence Generation with Equivariant Denoising Diffusion Probabilistic Models,2022,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4282835253,,,https://doi.org/10.1021/acs.jcim.2c00127,Predicting Protein–Ligand Docking Structure with Graph Neural Network,2022,Journal of Chemical Information and Modeling,,
1hop_referenced,https://openalex.org/W4282933962,,,https://doi.org/10.1038/s41467-022-31048-2,The structure of EXTL3 helps to explain the different roles of bi-domain exostosins in heparan sulfate synthesis,2022,Nature Communications,,
1hop_referenced,https://openalex.org/W4282936228,,,https://doi.org/10.1126/science.abm9506,AI-based structure prediction empowers integrative structural analysis of human nuclear pores,2022,Science,,
1hop_referenced,https://openalex.org/W4283259136,,,https://doi.org/10.1038/s41586-022-04858-z,eIF5B and eIF1A reorient initiator tRNA to allow ribosomal subunit joining,2022,Nature,,
1hop_referenced,https://openalex.org/W4283832815,,,https://doi.org/10.48550/arxiv.2207.01586,Accurate RNA 3D structure prediction using a language model-based deep learning approach,2022,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4285088579,,,https://doi.org/10.1038/s41586-022-04952-2,Mechanisms and inhibition of Porcupine-mediated Wnt acylation,2022,Nature,,
1hop_referenced,https://openalex.org/W4285389233,,,https://doi.org/10.1038/s41467-022-31678-6,A monomeric mycobacteriophage immunity repressor utilizes two domains to recognize an asymmetric DNA sequence,2022,Nature Communications,,
1hop_referenced,https://openalex.org/W4286500588,,,https://doi.org/10.1101/2022.07.20.500902,Evolutionary-scale prediction of atomic level protein structure with a language model,2022,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W4291535891,,,https://doi.org/10.1038/s41467-022-32489-5,Structural basis for Sarbecovirus ORF6 mediated blockage of nucleocytoplasmic transport,2022,Nature Communications,,
1hop_referenced,https://openalex.org/W4291803627,,,https://doi.org/10.1021/acs.jmedchem.2c00517,"Identification of Monosaccharide Derivatives as Potent, Selective, and Orally Bioavailable Inhibitors of Human and Mouse Galectin-3",2022,Journal of Medicinal Chemistry,,
1hop_referenced,https://openalex.org/W4292809582,,,https://doi.org/10.1021/jacs.2c07243,Molecular Basis for Enzymatic Aziridine Formation via Sulfate Elimination,2022,Journal of the American Chemical Society,,
1hop_referenced,https://openalex.org/W4300978626,,,https://doi.org/10.48550/arxiv.2209.15171,State-specific protein-ligand complex structure prediction with a multi-scale deep generative model,2022,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4302307901,,,https://doi.org/10.48550/arxiv.2210.01776,"DiffDock: Diffusion Steps, Twists, and Turns for Molecular Docking",2022,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4307045307,,,https://doi.org/10.1016/j.molcel.2022.09.029,The RIG-I receptor adopts two different conformations for distinguishing host from viral RNA ligands,2022,Molecular Cell,,
1hop_referenced,https://openalex.org/W4308439092,,,https://doi.org/10.1126/science.add7574,Molecular glue CELMoD compounds are regulators of cereblon conformation,2022,Science,,
1hop_referenced,https://openalex.org/W4309674289,,,https://doi.org/10.1145/3571730,Survey of Hallucination in Natural Language Generation,2022,ACM Computing Surveys,,
1hop_referenced,https://openalex.org/W4311742327,,,https://doi.org/10.1042/bcj20220554,Nanobodies against Pfs230 block <i>Plasmodium falciparum</i> transmission,2022,Biochemical Journal,,
1hop_referenced,https://openalex.org/W4315641867,,,https://doi.org/10.1038/s41467-023-35853-1,The SPOC domain is a phosphoserine binding module that bridges transcription machinery with co- and post-transcriptional regulators,2023,Nature Communications,,
1hop_referenced,https://openalex.org/W4317663883,,,https://doi.org/10.1016/j.ejmech.2023.115132,Designed switch from covalent to non-covalent inhibitors of carboxylesterase Notum activity,2023,European Journal of Medicinal Chemistry,,
1hop_referenced,https://openalex.org/W4321769975,,,https://doi.org/10.1016/j.sbi.2023.102548,Structure-based drug design with geometric deep learning,2023,Current Opinion in Structural Biology,,
1hop_referenced,https://openalex.org/W4324143928,,,https://doi.org/10.1038/s41392-023-01381-z,AlphaFold2 and its applications in the fields of biology and medicine,2023,Signal Transduction and Targeted Therapy,,
1hop_referenced,https://openalex.org/W4327893407,,,https://doi.org/10.1002/adma.202201938,Metal‐Mediated DNA Nanotechnology in 3D: Structural Library by Templated Diffraction,2023,Advanced Materials,,
1hop_referenced,https://openalex.org/W4361302966,,,https://doi.org/10.1038/s41586-023-05870-7,Programmable protein delivery with a bacterial contractile injection system,2023,Nature,,
1hop_referenced,https://openalex.org/W4362601470,,,https://doi.org/10.1128/mbio.03028-22,"Structural Basis of Dual Specificity of Sinorhizobium meliloti Clr, a cAMP and cGMP Receptor Protein",2023,mBio,,
1hop_referenced,https://openalex.org/W4366824755,,,https://doi.org/10.1016/j.chom.2023.04.004,Multivalent human antibody-centyrin fusion protein to prevent and treat Staphylococcus aureus infections,2023,Cell Host & Microbe,,
1hop_referenced,https://openalex.org/W4367322141,,,https://doi.org/10.1101/2023.04.25.538330,Assessment of three-dimensional RNA structure prediction in CASP15,2023,bioRxiv (Cold Spring Harbor Laboratory),,
